,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,Facies
710,9,0,3099.5,64.332,0.61,2.57,8.69,2.589,1,0.65,9
711,9,0,3100.0,68.247,0.601,2.545,9.105,2.531,1,0.6,9
712,9,0,3100.5,75.809,0.583,2.99,10.63,2.486,1,0.55,9
713,9,0,3101.0,84.739,0.559,3.69,12.42,2.488,1,0.5,9
714,9,0,3101.5,95.768,0.541,4.595,14.775,2.52,1,0.45,9
715,9,0,3102.0,94.175,0.529,4.575,15.465,2.6,1,0.4,9
716,9,0,3102.5,89.427,0.529,4.575,15.555,2.788,1,0.35,4
717,9,0,3103.0,84.908,0.527,4.35,14.27,3.148,1,0.3,4
718,9,0,3103.5,81.3,0.53,3.17,11.82,3.103,1,0.25,4
719,9,0,3104.0,82.251,0.534,1.84,10.85,2.691,1,0.2,4
720,9,0,3104.5,83.203,0.568,0.12,16.21,2.235,1,0.15,9
721,9,0,3105.0,82.888,0.647,-0.305,24.225,2.113,1,0.1,9
722,8,0,3105.5,70.526,0.731,-3.475,31.335,2.301,1,0.05,9
723,8,0,3106.0,59.858,0.793,-2.585,25.825,3.329,2,1.0,8
724,8,0,3106.5,43.933,0.815,-2.425,18.585,4.233,2,0.944,8
725,8,0,3107.0,30.523,0.828,-0.505,13.435,4.53,2,0.889,8
726,8,0,3107.5,21.444,0.867,-0.83,7.75,4.734,2,0.833,8
727,8,0,3108.0,18.52,0.948,0.5,5.3,4.86,2,0.778,4
728,8,0,3108.5,20.668,1.034,0.725,4.655,4.986,2,0.722,4
729,8,0,3109.0,23.396,1.077,0.945,4.055,4.972,2,0.667,4
730,8,0,3109.5,25.716,1.112,1.0,3.38,4.974,2,0.611,4
731,8,0,3110.0,28.035,1.131,1.335,2.125,4.991,2,0.556,4
732,8,0,3110.5,31.494,1.128,1.565,1.855,5.024,2,0.5,4
733,8,0,3111.0,42.743,1.145,0.74,2.92,4.996,2,0.389,4
734,8,0,3111.5,47.021,1.158,0.415,2.815,4.874,2,0.333,4
735,8,0,3112.0,49.443,1.158,0.265,2.475,4.72,2,0.278,4
736,8,0,3112.5,48.343,1.072,0.175,2.025,4.435,2,0.222,4
737,8,0,3113.0,47.243,0.993,0.305,2.325,4.07,2,0.167,4
738,8,0,3113.5,47.738,0.936,0.625,3.575,3.745,2,0.111,4
739,11,0,3114.0,55.757,0.9,2.86,7.09,3.514,2,0.056,4
740,11,0,3114.5,67.815,0.876,4.345,9.295,3.406,1,1.0,4
741,11,0,3115.0,68.904,0.852,4.72,9.57,3.455,1,0.938,4
742,11,0,3115.5,64.085,0.834,3.905,7.665,3.565,1,0.875,8
743,11,0,3116.0,53.913,0.828,3.37,5.72,3.645,1,0.813,9
744,11,0,3116.5,50.715,0.841,2.665,4.465,3.615,1,0.75,4
745,11,0,3117.0,51.22,0.854,2.43,3.86,3.714,1,0.688,4
746,11,0,3119.0,65.99,0.794,3.075,6.985,3.5,1,0.438,4
747,11,0,3119.5,74.325,0.764,1.485,11.995,3.159,1,0.375,4
748,11,0,3120.0,77.227,0.718,1.095,15.315,2.865,1,0.313,4
749,11,0,3120.5,78.863,0.687,1.285,17.905,2.696,1,0.25,4
750,11,0,3121.0,79.13,0.669,2.755,19.325,2.651,1,0.188,4
751,11,0,3121.5,76.89,0.657,4.55,19.53,2.671,1,0.125,4
752,10,0,3122.0,69.179,0.692,6.11,19.22,3.114,1,0.063,4
753,10,0,3122.5,59.999,0.732,4.62,16.19,4.134,2,1.0,8
754,10,0,3123.0,41.912,0.761,1.64,10.98,4.726,2,0.983,8
755,10,0,3123.5,26.222,0.805,0.755,7.955,4.899,2,0.966,8
756,10,0,3124.0,22.615,0.845,1.58,6.02,4.854,2,0.948,4
757,10,0,3124.5,20.83,0.849,1.97,4.39,4.778,2,0.931,4
758,10,0,3125.0,21.326,0.836,2.77,4.39,4.655,2,0.914,8
759,10,0,3125.5,23.645,0.725,3.665,5.185,4.408,2,0.897,8
760,10,0,3126.0,29.02,0.587,4.805,7.455,3.97,2,0.879,8
761,10,0,3126.5,35.588,0.461,5.255,11.615,3.606,2,0.862,4
762,10,0,3127.0,39.503,0.325,5.335,18.395,3.309,2,0.845,9
763,10,0,3127.5,41.139,0.239,4.545,21.765,3.342,2,0.828,9
764,10,0,3128.0,41.862,0.184,2.77,21.54,3.422,2,0.81,9
765,10,0,3128.5,42.586,0.169,-0.02,19.0,3.485,2,0.793,9
766,10,0,3129.0,44.221,0.139,2.425,18.905,3.378,2,0.776,9
767,10,0,3129.5,47.395,0.121,3.7,20.04,3.209,2,0.759,9
768,10,0,3130.0,54.796,0.103,4.59,22.87,3.133,2,0.741,9
769,10,0,3130.5,58.255,0.091,5.19,25.77,3.166,2,0.724,9
770,10,0,3131.0,60.347,0.076,4.065,26.095,3.118,2,0.707,9
771,10,0,3131.5,61.754,0.048,3.235,25.165,3.06,2,0.69,9
772,10,0,3132.0,61.794,0.002,2.74,22.4,3.14,2,0.672,9
773,10,0,3132.5,61.833,-0.047,3.65,21.13,3.437,2,0.655,9
774,10,0,3133.0,62.358,-0.096,4.43,21.27,3.672,2,0.638,9
775,10,0,3133.5,63.062,-0.147,4.895,22.325,3.782,2,0.621,9
776,10,0,3134.0,63.33,-0.206,5.245,22.895,3.737,2,0.603,9
777,10,0,3134.5,62.685,-0.218,5.035,22.725,3.584,2,0.586,9
778,10,0,3135.0,60.217,-0.23,4.57,21.84,3.444,2,0.569,9
779,10,0,3135.5,55.926,-0.217,5.185,20.385,3.352,2,0.552,9
780,10,0,3136.0,52.318,-0.185,5.795,18.665,3.496,2,0.534,9
781,10,0,3136.5,47.244,-0.16,5.445,15.725,3.855,2,0.517,9
782,10,0,3137.0,45.786,-0.138,4.165,11.765,3.966,2,0.5,9
783,10,0,3137.5,46.975,-0.116,5.55,10.25,3.765,2,0.483,9
784,10,0,3138.0,51.907,-0.103,7.385,11.675,3.44,2,0.466,9
785,10,0,3138.5,58.336,-0.093,6.61,13.74,3.162,2,0.448,9
786,10,0,3139.0,64.995,-0.09,5.94,16.68,3.024,2,0.431,9
787,10,0,3139.5,67.543,-0.089,5.7,17.72,3.057,2,0.414,9
788,10,0,3140.0,68.041,-0.104,5.755,18.395,3.171,2,0.397,9
789,10,0,3140.5,66.186,-0.144,5.995,19.265,3.231,2,0.379,9
790,10,0,3141.0,62.184,-0.187,6.54,20.72,3.264,2,0.362,9
791,10,0,3141.5,57.883,-0.239,6.0,21.62,3.297,2,0.345,9
792,10,0,3142.0,54.039,-0.297,5.725,22.245,3.282,2,0.328,9
793,10,0,3142.5,53.154,-0.371,5.745,23.065,3.222,2,0.31,9
794,10,0,3143.0,60.506,-0.432,5.78,23.96,3.115,2,0.293,9
795,10,0,3143.5,68.99,-0.456,6.14,25.32,2.977,2,0.276,9
796,10,0,3144.0,88.891,-0.468,7.025,27.595,2.916,2,0.259,9
797,10,0,3144.5,114.955,-0.455,6.925,28.395,2.924,2,0.241,9
798,10,0,3145.0,139.876,-0.405,6.245,28.025,3.215,2,0.224,9
799,10,0,3145.5,157.729,-0.353,4.685,26.015,3.373,2,0.207,9
800,10,0,3146.0,167.803,-0.219,4.27,23.37,3.81,2,0.19,9
801,10,0,3146.5,151.183,-0.057,0.925,17.125,4.153,2,0.172,9
802,10,0,3147.0,123.264,0.067,0.285,14.215,4.404,2,0.155,9
803,10,0,3147.5,108.569,0.234,0.705,12.225,4.499,2,0.138,9
804,10,0,3148.0,101.072,0.427,1.15,10.76,4.392,2,0.121,9
805,10,0,3148.5,91.748,0.625,1.135,9.605,4.254,2,0.103,4
806,10,0,3149.0,83.794,0.749,2.075,7.845,4.023,2,0.086,4
807,10,0,3149.5,83.794,0.749,2.075,7.845,4.023,2,0.086,4
808,10,0,3150.0,79.722,0.771,2.89,6.64,4.04,2,0.069,4
809,10,0,3150.5,76.334,0.8,2.96,6.29,3.997,2,0.052,4
810,10,0,3151.0,73.631,0.8,2.68,6.69,3.828,2,0.034,4
811,10,0,3151.5,76.865,0.772,2.42,8.6,3.535,2,0.017,4
812,13,0,3152.0,79.924,0.752,2.62,11.51,3.148,1,1.0,8
813,13,0,3152.5,82.199,0.728,3.725,14.555,2.964,1,0.972,8
814,13,0,3153.0,79.953,0.7,5.61,16.93,2.793,1,0.944,4
815,13,0,3153.5,75.881,0.673,6.3,17.57,2.969,1,0.917,4
816,13,0,3154.0,67.47,0.652,4.775,15.795,3.282,1,0.889,4
817,13,0,3154.5,58.832,0.64,4.315,13.575,3.642,1,0.861,4
818,13,0,3155.0,57.946,0.631,3.595,11.305,3.893,1,0.833,4
819,13,0,3155.5,65.755,0.625,3.465,10.355,3.911,1,0.806,9
820,13,0,3156.0,69.445,0.617,3.39,11.54,3.82,1,0.778,9
821,13,0,3156.5,73.389,0.608,3.625,12.775,3.62,1,0.75,9
822,13,0,3157.0,77.115,0.605,4.14,13.42,3.467,1,0.722,9
823,13,0,3157.5,79.84,0.596,4.875,13.825,3.36,1,0.694,9
824,13,0,3158.0,82.616,0.577,5.235,14.845,3.207,1,0.667,9
825,13,0,3158.5,86.078,0.554,5.04,16.15,3.161,1,0.639,9
826,13,0,3159.0,88.855,0.539,5.56,16.75,3.118,1,0.611,9
827,13,0,3159.5,90.49,0.53,6.36,16.78,3.168,1,0.583,9
828,13,0,3160.0,90.975,0.522,7.035,16.995,3.154,1,0.556,9
829,13,0,3160.5,90.108,0.513,7.505,17.595,3.125,1,0.528,9
